order_id,store_id,order_hour,day_of_week,is_weekend,is_peak_hour,weather_condition,traffic_level,vehicle_type,distance_km,num_items,prep_time_seconds,edt_seconds
JP013574,Tokyo-Akihabara,16,Friday,0,0,clear,very_high,bicycle,6.77,3,821,4727
JP013575,Tokyo-Shibuya,17,Saturday,1,0,snow,medium,scooter,0.57,2,875,1129
JP013576,Tokyo-Akihabara,13,Thursday,0,1,rain,medium,bicycle,8.76,8,392,5228
JP013577,Fukuoka-Tenjin,10,Saturday,1,0,clear,very_high,scooter,1.37,5,475,1169
JP013578,Nagoya-Sakae,16,Friday,0,0,rain,medium,bicycle,1.36,4,848,1558
JP013579,Osaka-Namba,12,Monday,0,1,cloudy,high,scooter,1.45,1,415,802
JP013580,Osaka-Umeda,21,Wednesday,0,0,snow,very_high,scooter,2.68,1,689,2053
JP013581,Tokyo-Akihabara,10,Monday,0,0,snow,high,car,5.07,8,494,2535
JP013582,Tokyo-Shinjuku,13,Wednesday,0,1,rain,medium,scooter,3.46,4,874,1846
JP013583,Sapporo-Odori,18,Saturday,1,1,rain,medium,bicycle,9.71,3,377,5761
JP013584,Fukuoka-Tenjin,15,Saturday,1,0,snow,low,scooter,9.67,8,814,3728
JP013585,Tokyo-Shinjuku,20,Thursday,0,1,heavy_rain,high,car,0.83,4,416,864
JP013586,Kyoto-Gion,11,Saturday,1,0,snow,low,bicycle,1.98,7,558,1898
JP013587,Tokyo-Akihabara,12,Sunday,1,1,snow,low,scooter,4.04,1,504,1966
JP013588,Fukuoka-Tenjin,20,Sunday,1,1,clear,low,scooter,0.94,1,459,667
JP013589,Nagoya-Sakae,17,Saturday,1,0,rain,low,scooter,2.34,1,508,1024
JP013590,Tokyo-Shinjuku,11,Friday,0,0,snow,low,car,4.66,2,765,1824
JP013591,Tokyo-Akihabara,13,Thursday,0,1,cloudy,medium,car,1.81,7,863,1641
JP013592,Tokyo-Akihabara,16,Saturday,1,0,rain,high,car,2.35,6,330,1138
JP013593,Tokyo-Shinjuku,12,Thursday,0,1,cloudy,high,car,5.28,3,778,2031
JP013594,Osaka-Umeda,13,Monday,0,1,clear,very_high,car,2.76,1,733,1571
JP013595,Tokyo-Shibuya,15,Saturday,1,0,snow,very_high,bicycle,4.82,3,783,5944
JP013596,Nagoya-Sakae,18,Thursday,0,1,cloudy,low,car,1.71,1,843,1267
JP013597,Tokyo-Akihabara,13,Sunday,1,1,clear,medium,car,2.52,2,767,1327
JP013598,Tokyo-Shinjuku,9,Saturday,1,0,cloudy,very_high,bicycle,0.65,5,587,1219
JP013599,Osaka-Umeda,13,Tuesday,0,1,rain,very_high,car,0.92,3,559,1086
JP013600,Kyoto-Gion,18,Friday,0,1,heavy_rain,low,bicycle,1.35,3,311,1180
JP013601,Osaka-Umeda,14,Sunday,1,0,cloudy,high,bicycle,2.98,6,520,2286
JP013602,Nagoya-Sakae,20,Friday,0,1,clear,low,bicycle,2.99,4,769,2014
JP013603,Kyoto-Gion,17,Tuesday,0,0,clear,medium,car,0.91,5,883,1144
JP013604,Fukuoka-Tenjin,15,Thursday,0,0,clear,medium,car,4.02,7,759,1688
JP013605,Tokyo-Shinjuku,13,Tuesday,0,1,rain,medium,scooter,0.69,6,436,813
JP013606,Osaka-Umeda,22,Monday,0,0,rain,high,bicycle,1.78,7,561,1812
JP013607,Sapporo-Odori,11,Sunday,1,0,clear,very_high,scooter,3.26,5,316,1447
JP013608,Osaka-Namba,13,Sunday,1,1,heavy_rain,high,car,3.39,3,421,1752
JP013609,Kyoto-Gion,18,Sunday,1,1,snow,very_high,scooter,5.06,4,830,3924
JP013610,Kyoto-Gion,20,Wednesday,0,1,heavy_rain,very_high,bicycle,3.53,4,430,3934
JP013611,Osaka-Namba,14,Thursday,0,0,clear,very_high,scooter,4.09,8,841,2290
JP013612,Nagoya-Sakae,12,Wednesday,0,1,snow,low,bicycle,2.77,6,895,2860
JP013613,Osaka-Umeda,11,Friday,0,0,heavy_rain,medium,bicycle,2.26,1,562,1867
JP013614,Tokyo-Akihabara,14,Friday,0,0,snow,very_high,bicycle,17.95,3,720,18279
JP013615,Tokyo-Akihabara,22,Monday,0,0,heavy_rain,very_high,scooter,0.93,2,764,1246
JP013616,Nagoya-Sakae,13,Tuesday,0,1,cloudy,high,scooter,3.04,3,861,1789
JP013617,Osaka-Namba,16,Tuesday,0,0,rain,very_high,scooter,1.38,8,807,1531
JP013618,Fukuoka-Tenjin,21,Friday,0,0,cloudy,high,scooter,4.24,1,608,1779
JP013619,Tokyo-Shibuya,15,Tuesday,0,0,rain,medium,bicycle,5.96,5,552,3412
JP013620,Tokyo-Shibuya,14,Wednesday,0,0,cloudy,medium,car,10.12,2,458,2162
JP013621,Tokyo-Akihabara,12,Thursday,0,1,clear,low,bicycle,0.65,2,596,1051
JP013622,Osaka-Umeda,18,Monday,0,1,heavy_rain,very_high,bicycle,9.32,2,612,9423
JP013623,Osaka-Namba,16,Sunday,1,0,clear,high,car,0.87,2,522,915
JP013624,Osaka-Umeda,11,Monday,0,0,clear,medium,car,1.16,8,629,1145
JP013625,Tokyo-Akihabara,9,Saturday,1,0,snow,very_high,bicycle,3.65,1,853,4716
JP013626,Nagoya-Sakae,22,Saturday,1,0,rain,very_high,scooter,0.73,3,438,891
JP013627,Osaka-Umeda,20,Monday,0,1,rain,medium,bicycle,6.39,3,539,4055
JP013628,Kyoto-Gion,20,Sunday,1,1,cloudy,low,car,5.46,8,736,1860
JP013629,Nagoya-Sakae,16,Friday,0,0,clear,high,car,0.95,7,428,749
JP013630,Sapporo-Odori,19,Sunday,1,1,clear,high,scooter,5.47,3,304,1918
JP013631,Tokyo-Shibuya,21,Thursday,0,0,rain,medium,car,0.55,1,759,926
JP013632,Nagoya-Sakae,11,Thursday,0,0,clear,very_high,car,0.57,6,791,1183
JP013633,Tokyo-Akihabara,17,Sunday,1,0,rain,low,scooter,3.98,4,614,1572
JP013634,Fukuoka-Tenjin,14,Wednesday,0,0,clear,medium,scooter,3.93,4,374,1297
JP013635,Osaka-Namba,19,Thursday,0,1,snow,high,scooter,10.16,2,313,4981
JP013636,Tokyo-Shinjuku,17,Thursday,0,0,heavy_rain,very_high,bicycle,7.29,3,375,6521
JP013637,Fukuoka-Tenjin,15,Wednesday,0,0,clear,medium,scooter,1.35,2,889,1262
JP013638,Tokyo-Akihabara,13,Monday,0,1,cloudy,high,car,1.74,2,503,1049
JP013639,Sapporo-Odori,16,Thursday,0,0,cloudy,medium,scooter,2.28,1,494,982
JP013640,Osaka-Umeda,11,Saturday,1,0,cloudy,high,scooter,2.92,5,759,1696
JP013641,Osaka-Umeda,14,Friday,0,0,snow,low,scooter,1.73,8,741,1468
JP013642,Tokyo-Shinjuku,10,Thursday,0,0,snow,very_high,bicycle,13.39,4,622,13850
JP013643,Tokyo-Shibuya,17,Monday,0,0,heavy_rain,very_high,scooter,2.39,2,373,1486
JP013644,Fukuoka-Tenjin,18,Saturday,1,1,clear,high,bicycle,2.77,8,544,2453
JP013645,Tokyo-Akihabara,14,Sunday,1,0,snow,high,bicycle,0.54,5,660,1367
JP013646,Nagoya-Sakae,12,Tuesday,0,1,rain,low,car,9.32,2,871,2651
JP013647,Kyoto-Gion,21,Friday,0,0,clear,high,scooter,16.34,2,397,4098
JP013648,Kyoto-Gion,19,Sunday,1,1,heavy_rain,high,scooter,1.42,7,674,1485
JP013649,Osaka-Namba,11,Friday,0,0,clear,very_high,bicycle,14.09,8,784,8760
JP013650,Tokyo-Shinjuku,9,Monday,0,0,rain,low,car,0.57,4,312,565
JP013651,Osaka-Umeda,15,Wednesday,0,0,rain,low,car,1.45,5,318,805
JP013652,Osaka-Namba,11,Friday,0,0,snow,medium,bicycle,1.12,2,852,1831
JP013653,Tokyo-Shinjuku,14,Saturday,1,0,cloudy,very_high,scooter,1.22,3,340,826
JP013654,Osaka-Namba,11,Friday,0,0,rain,very_high,car,2.82,5,321,1398
JP013655,Fukuoka-Tenjin,11,Friday,0,0,snow,low,bicycle,0.98,7,629,1517
JP013656,Tokyo-Akihabara,21,Friday,0,0,rain,low,scooter,6.63,5,747,2154
JP013657,Osaka-Namba,14,Sunday,1,0,cloudy,medium,scooter,1.61,7,435,1140
JP013658,Osaka-Namba,22,Monday,0,0,cloudy,very_high,scooter,0.99,5,321,848
JP013659,Sapporo-Odori,10,Friday,0,0,clear,very_high,scooter,4.65,1,817,2138
JP013660,Sapporo-Odori,17,Thursday,0,0,clear,medium,bicycle,11.28,2,394,4600
JP013661,Sapporo-Odori,15,Sunday,1,0,rain,medium,bicycle,9.08,2,504,4864
JP013662,Tokyo-Akihabara,16,Sunday,1,0,heavy_rain,very_high,bicycle,2.61,2,643,2974
JP013663,Sapporo-Odori,20,Wednesday,0,1,snow,high,car,0.87,1,651,1125
JP013664,Tokyo-Akihabara,11,Sunday,1,0,heavy_rain,medium,bicycle,1.85,2,414,1561
JP013665,Nagoya-Sakae,14,Monday,0,0,rain,very_high,car,3.91,3,450,1672
JP013666,Tokyo-Shinjuku,15,Wednesday,0,0,cloudy,very_high,car,9.21,1,787,2970
JP013667,Fukuoka-Tenjin,15,Wednesday,0,0,rain,high,scooter,1.63,8,358,1095
JP013668,Sapporo-Odori,14,Saturday,1,0,cloudy,medium,bicycle,3.61,8,365,2111
JP013669,Osaka-Umeda,13,Thursday,0,1,clear,high,car,1.17,4,890,1312
JP013670,Osaka-Umeda,21,Thursday,0,0,heavy_rain,very_high,scooter,1.83,3,717,1645
JP013671,Tokyo-Akihabara,17,Tuesday,0,0,rain,very_high,bicycle,0.79,6,537,1385
JP013672,Tokyo-Shinjuku,16,Tuesday,0,0,heavy_rain,low,car,9.71,5,316,2241
JP013673,Tokyo-Akihabara,14,Wednesday,0,0,heavy_rain,very_high,bicycle,7.64,4,697,7116
JP013674,Sapporo-Odori,21,Thursday,0,0,clear,high,bicycle,1.9,7,542,1673
JP013675,Tokyo-Shinjuku,20,Thursday,0,1,heavy_rain,medium,scooter,7.08,1,679,2923
JP013676,Tokyo-Shinjuku,11,Tuesday,0,0,snow,low,car,6.84,7,572,2255
JP013677,Tokyo-Shinjuku,12,Friday,0,1,snow,low,bicycle,0.76,4,900,1649
JP013678,Tokyo-Shinjuku,20,Friday,0,1,clear,medium,bicycle,13.31,4,329,5919
JP013679,Tokyo-Akihabara,15,Wednesday,0,0,cloudy,low,car,0.72,5,647,1000
JP013680,Tokyo-Akihabara,15,Saturday,1,0,cloudy,very_high,scooter,1.8,8,675,1612
JP013681,Osaka-Namba,15,Sunday,1,0,clear,medium,scooter,1.95,1,350,835
JP013682,Sapporo-Odori,20,Thursday,0,1,clear,medium,scooter,3.24,6,804,1792
JP013683,Osaka-Umeda,13,Saturday,1,1,rain,high,scooter,7.17,3,344,2769
JP013684,Kyoto-Gion,17,Wednesday,0,0,snow,high,car,2.05,5,637,1541
JP013685,Osaka-Namba,19,Friday,0,1,clear,low,car,2.61,1,874,1320
JP013686,Tokyo-Shibuya,14,Saturday,1,0,snow,very_high,scooter,14.81,6,842,8355
JP013687,Osaka-Namba,19,Wednesday,0,1,rain,high,scooter,1.11,7,460,1044
JP013688,Tokyo-Akihabara,17,Friday,0,0,rain,medium,bicycle,5.45,8,806,3514
JP013689,Tokyo-Shinjuku,18,Wednesday,0,1,heavy_rain,very_high,bicycle,3.0,4,718,3687
JP013690,Tokyo-Shibuya,11,Sunday,1,0,heavy_rain,medium,scooter,3.41,7,331,1610
JP013691,Fukuoka-Tenjin,21,Monday,0,0,rain,very_high,car,6.01,3,731,2670
JP013692,Nagoya-Sakae,21,Monday,0,0,cloudy,medium,scooter,2.46,2,674,1310
JP013693,Sapporo-Odori,14,Wednesday,0,0,clear,low,scooter,13.74,4,304,2447
JP013694,Tokyo-Shibuya,15,Thursday,0,0,cloudy,low,scooter,2.38,8,396,1108
JP013695,Kyoto-Gion,12,Thursday,0,1,clear,high,car,11.58,8,885,3655
JP013696,Tokyo-Shinjuku,12,Wednesday,0,1,cloudy,medium,scooter,3.28,5,376,1266
JP013697,Osaka-Namba,9,Tuesday,0,0,snow,high,scooter,5.56,8,880,3477
JP013698,Osaka-Umeda,10,Monday,0,0,heavy_rain,high,car,1.33,6,518,1211
JP013699,Tokyo-Shibuya,11,Saturday,1,0,rain,very_high,car,1.69,1,626,1259
JP013700,Fukuoka-Tenjin,17,Monday,0,0,snow,low,car,3.29,7,745,1900
JP013701,Osaka-Umeda,13,Sunday,1,1,heavy_rain,medium,scooter,1.48,6,697,1351
JP013702,Tokyo-Shibuya,12,Friday,0,1,cloudy,medium,scooter,7.72,8,570,2509
JP013703,Sapporo-Odori,18,Thursday,0,1,heavy_rain,low,scooter,4.27,8,350,1628
JP013704,Tokyo-Akihabara,22,Tuesday,0,0,heavy_rain,very_high,car,6.09,2,855,2940
JP013705,Osaka-Umeda,13,Tuesday,0,1,clear,low,car,7.08,3,467,1568
JP013706,Tokyo-Shinjuku,14,Friday,0,0,rain,very_high,scooter,1.22,4,522,1169
JP013707,Osaka-Namba,11,Sunday,1,0,cloudy,very_high,bicycle,4.99,3,515,3707
JP013708,Nagoya-Sakae,22,Wednesday,0,0,rain,low,bicycle,0.78,3,629,1047
JP013709,Osaka-Namba,15,Sunday,1,0,cloudy,very_high,scooter,6.17,7,491,2589
JP013710,Osaka-Umeda,14,Tuesday,0,0,heavy_rain,very_high,bicycle,2.62,3,529,2868
JP013711,Sapporo-Odori,16,Sunday,1,0,rain,medium,bicycle,13.27,3,544,7006
JP013712,Tokyo-Akihabara,13,Monday,0,1,snow,low,scooter,16.31,1,366,5332
JP013713,Nagoya-Sakae,17,Friday,0,0,cloudy,medium,bicycle,2.68,5,600,1745
JP013714,Tokyo-Akihabara,13,Tuesday,0,1,rain,very_high,car,0.92,2,837,1314
JP013715,Tokyo-Akihabara,11,Friday,0,0,clear,very_high,scooter,2.0,6,386,1206
JP013716,Kyoto-Gion,11,Sunday,1,0,rain,high,bicycle,7.19,7,358,4972
JP013717,Fukuoka-Tenjin,16,Wednesday,0,0,heavy_rain,low,bicycle,11.84,4,427,5931
JP013718,Tokyo-Shinjuku,15,Monday,0,0,heavy_rain,high,bicycle,4.16,4,458,3488
JP013719,Tokyo-Akihabara,9,Sunday,1,0,heavy_rain,medium,bicycle,0.55,8,760,1377
JP013720,Fukuoka-Tenjin,14,Thursday,0,0,cloudy,medium,bicycle,2.84,7,818,2183
JP013721,Tokyo-Shinjuku,11,Thursday,0,0,heavy_rain,high,car,4.42,8,328,1736
JP013722,Fukuoka-Tenjin,9,Monday,0,0,cloudy,high,bicycle,0.78,4,687,1336
JP013723,Tokyo-Shinjuku,14,Wednesday,0,0,snow,high,bicycle,1.09,5,438,1630
JP013724,Osaka-Umeda,16,Monday,0,0,clear,very_high,car,1.42,5,354,808
JP013725,Tokyo-Akihabara,14,Thursday,0,0,rain,low,car,3.83,7,784,1681
JP013726,Kyoto-Gion,16,Friday,0,0,cloudy,very_high,scooter,2.07,7,441,1323
JP013727,Kyoto-Gion,14,Friday,0,0,clear,very_high,bicycle,7.9,1,340,4785
JP013728,Osaka-Namba,10,Saturday,1,0,heavy_rain,medium,car,3.76,6,713,1898
JP013729,Osaka-Umeda,15,Thursday,0,0,clear,high,car,0.89,8,573,1090
JP013730,Kyoto-Gion,16,Friday,0,0,heavy_rain,medium,bicycle,2.37,4,884,2338
JP013731,Fukuoka-Tenjin,11,Saturday,1,0,snow,high,car,4.88,2,563,2450
JP013732,Sapporo-Odori,15,Thursday,0,0,clear,high,scooter,2.49,1,588,1316
JP013733,Osaka-Namba,16,Tuesday,0,0,heavy_rain,very_high,scooter,1.43,4,430,1198
JP013734,Tokyo-Akihabara,13,Saturday,1,1,cloudy,high,scooter,2.59,2,433,1328
JP013735,Tokyo-Shibuya,19,Tuesday,0,1,snow,low,car,1.12,2,637,1098
JP013736,Osaka-Umeda,13,Friday,0,1,rain,medium,scooter,6.0,1,304,1836
JP013737,Tokyo-Shibuya,11,Tuesday,0,0,heavy_rain,very_high,car,5.53,3,440,2395
JP013738,Osaka-Namba,14,Sunday,1,0,snow,high,scooter,1.43,5,476,1348
JP013739,Tokyo-Akihabara,17,Wednesday,0,0,heavy_rain,very_high,car,2.99,8,365,1610
JP013740,Sapporo-Odori,15,Sunday,1,0,snow,medium,bicycle,4.52,4,761,4147
JP013741,Sapporo-Odori,11,Saturday,1,0,snow,very_high,bicycle,1.89,6,859,3032
JP013742,Osaka-Umeda,19,Monday,0,1,heavy_rain,low,scooter,2.83,2,504,1265
JP013743,Osaka-Umeda,14,Friday,0,0,rain,very_high,scooter,0.8,8,888,1367
JP013744,Sapporo-Odori,17,Sunday,1,0,rain,very_high,bicycle,13.73,6,827,10829
JP013745,Nagoya-Sakae,11,Saturday,1,0,heavy_rain,high,car,1.33,7,497,1184
JP013746,Sapporo-Odori,18,Tuesday,0,1,clear,very_high,bicycle,8.5,4,704,6169
JP013747,Tokyo-Shibuya,14,Monday,0,0,snow,low,car,17.42,3,727,4709
JP013748,Tokyo-Shibuya,18,Thursday,0,1,heavy_rain,medium,bicycle,3.18,2,728,2865
JP013749,Kyoto-Gion,19,Wednesday,0,1,rain,very_high,car,3.67,7,584,2044
JP013750,Kyoto-Gion,16,Thursday,0,0,snow,very_high,scooter,6.57,6,667,3875
JP013751,Fukuoka-Tenjin,22,Wednesday,0,0,clear,medium,scooter,2.35,8,741,1482
JP013752,Osaka-Umeda,18,Monday,0,1,clear,low,scooter,2.13,8,645,1334
JP013753,Sapporo-Odori,10,Sunday,1,0,heavy_rain,medium,scooter,2.08,1,665,1274
JP013754,Tokyo-Shibuya,21,Thursday,0,0,heavy_rain,high,scooter,0.78,6,409,920
JP013755,Tokyo-Akihabara,21,Tuesday,0,0,rain,high,scooter,4.8,2,824,2206
JP013756,Fukuoka-Tenjin,18,Wednesday,0,1,clear,medium,bicycle,3.72,4,841,2520
JP013757,Nagoya-Sakae,17,Friday,0,0,heavy_rain,low,car,2.23,4,625,1233
JP013758,Fukuoka-Tenjin,12,Sunday,1,1,clear,low,scooter,2.39,1,551,1111
JP013759,Nagoya-Sakae,13,Tuesday,0,1,clear,high,scooter,5.57,3,517,2014
JP013760,Sapporo-Odori,11,Saturday,1,0,heavy_rain,low,bicycle,0.54,1,640,1053
JP013761,Tokyo-Shinjuku,14,Friday,0,0,snow,medium,bicycle,2.35,5,370,2113
JP013762,Osaka-Namba,13,Wednesday,0,1,snow,low,car,8.26,7,367,2731
JP013763,Fukuoka-Tenjin,15,Friday,0,0,heavy_rain,very_high,bicycle,3.7,5,644,3892
JP013764,Tokyo-Akihabara,21,Friday,0,0,rain,low,bicycle,3.62,6,698,2275
JP013765,Osaka-Umeda,14,Friday,0,0,clear,high,scooter,3.94,1,775,1724
JP013766,Osaka-Namba,15,Wednesday,0,0,heavy_rain,very_high,scooter,11.65,1,886,5557
JP013767,Kyoto-Gion,12,Thursday,0,1,cloudy,high,car,4.95,1,644,1917
JP013768,Sapporo-Odori,14,Monday,0,0,cloudy,very_high,bicycle,1.82,3,556,1806
JP013769,Osaka-Umeda,17,Tuesday,0,0,clear,medium,bicycle,1.35,6,843,1514
JP013770,Tokyo-Akihabara,9,Wednesday,0,0,snow,high,car,12.78,1,779,5017
JP013771,Osaka-Namba,15,Sunday,1,0,rain,medium,bicycle,12.7,4,398,6619
JP013772,Fukuoka-Tenjin,12,Saturday,1,1,heavy_rain,very_high,scooter,5.96,7,771,3830
JP013773,Kyoto-Gion,19,Friday,0,1,rain,low,car,0.92,5,368,757
JP013774,Sapporo-Odori,20,Thursday,0,1,rain,medium,bicycle,11.48,1,812,6853
JP013775,Sapporo-Odori,14,Sunday,1,0,cloudy,high,car,0.89,7,826,1281
JP013776,Osaka-Umeda,19,Monday,0,1,snow,very_high,bicycle,1.07,4,525,1841
JP013777,Tokyo-Akihabara,17,Thursday,0,0,clear,high,car,1.87,7,586,1296
JP013778,Tokyo-Akihabara,15,Thursday,0,0,heavy_rain,very_high,scooter,6.35,4,401,3003
JP013779,Fukuoka-Tenjin,12,Tuesday,0,1,clear,very_high,scooter,5.96,3,518,2555
JP013780,Tokyo-Shibuya,13,Wednesday,0,1,clear,low,scooter,1.89,3,601,1090
JP013781,Tokyo-Akihabara,16,Thursday,0,0,rain,high,car,1.33,5,724,1295
JP013782,Sapporo-Odori,12,Friday,0,1,clear,very_high,bicycle,2.68,4,436,2328
JP013783,Fukuoka-Tenjin,18,Saturday,1,1,cloudy,medium,car,1.94,8,421,1101
JP013784,Fukuoka-Tenjin,16,Friday,0,0,snow,low,bicycle,1.08,3,533,1330
JP013785,Fukuoka-Tenjin,19,Saturday,1,1,snow,low,bicycle,2.04,7,623,2325
JP013786,Osaka-Umeda,10,Sunday,1,0,snow,very_high,bicycle,2.27,5,777,3296
JP013787,Fukuoka-Tenjin,14,Friday,0,0,rain,high,bicycle,1.67,8,730,2037
JP013788,Fukuoka-Tenjin,10,Wednesday,0,0,rain,medium,car,4.89,2,857,1932
JP013789,Sapporo-Odori,16,Friday,0,0,clear,very_high,car,8.59,4,773,2859
JP013790,Sapporo-Odori,15,Monday,0,0,rain,low,scooter,2.85,8,359,1074
JP013791,Sapporo-Odori,15,Friday,0,0,rain,high,car,1.31,7,471,1026
JP013792,Nagoya-Sakae,21,Sunday,1,0,snow,medium,car,1.56,5,863,1603
JP013793,Sapporo-Odori,17,Thursday,0,0,heavy_rain,medium,car,10.39,1,459,2852
JP013794,Tokyo-Shinjuku,19,Saturday,1,1,heavy_rain,very_high,bicycle,2.06,3,543,2741
JP013795,Nagoya-Sakae,16,Saturday,1,0,clear,medium,bicycle,1.09,1,641,1060
JP013796,Tokyo-Shibuya,18,Friday,0,1,snow,low,bicycle,3.13,7,400,2628
JP013797,Sapporo-Odori,14,Sunday,1,0,cloudy,low,car,1.6,8,307,876
JP013798,Nagoya-Sakae,12,Thursday,0,1,snow,low,bicycle,13.02,1,765,8970
JP013799,Tokyo-Akihabara,12,Tuesday,0,1,heavy_rain,medium,car,0.87,3,696,1101
JP013800,Sapporo-Odori,19,Friday,0,1,cloudy,medium,scooter,2.1,7,611,1270
JP013801,Fukuoka-Tenjin,22,Monday,0,0,cloudy,high,bicycle,2.49,7,802,2297
JP013802,Kyoto-Gion,17,Thursday,0,0,snow,very_high,car,6.75,4,495,3242
JP013803,Kyoto-Gion,15,Wednesday,0,0,heavy_rain,low,scooter,3.65,8,541,1692
JP013804,Tokyo-Shibuya,22,Sunday,1,0,cloudy,medium,bicycle,0.68,6,637,1070
JP013805,Kyoto-Gion,20,Saturday,1,1,clear,high,scooter,3.39,1,666,1530
JP013806,Tokyo-Akihabara,12,Saturday,1,1,clear,very_high,car,1.48,4,828,1409
JP013807,Osaka-Umeda,19,Saturday,1,1,rain,high,bicycle,3.84,5,676,3509
JP013808,Sapporo-Odori,11,Friday,0,0,cloudy,low,bicycle,0.52,5,365,760
JP013809,Osaka-Umeda,15,Thursday,0,0,clear,low,bicycle,20.0,4,630,6767
JP013810,Tokyo-Shinjuku,20,Tuesday,0,1,heavy_rain,very_high,bicycle,5.83,6,702,6450
JP013811,Sapporo-Odori,9,Friday,0,0,clear,low,car,6.44,8,761,1794
JP013812,Fukuoka-Tenjin,12,Friday,0,1,clear,medium,bicycle,2.71,5,573,1933
JP013813,Kyoto-Gion,14,Thursday,0,0,snow,high,scooter,1.69,7,784,1756
JP013814,Osaka-Umeda,22,Monday,0,0,cloudy,very_high,car,5.76,7,605,2164
JP013815,Tokyo-Shinjuku,13,Monday,0,1,heavy_rain,medium,bicycle,1.48,6,791,1934
JP013816,Osaka-Namba,16,Sunday,1,0,heavy_rain,medium,bicycle,3.75,6,896,3266
JP013817,Fukuoka-Tenjin,18,Wednesday,0,1,heavy_rain,medium,car,4.49,3,749,2010
JP013818,Osaka-Namba,17,Monday,0,0,snow,very_high,car,2.0,4,338,1247
JP013819,Tokyo-Akihabara,12,Friday,0,1,clear,high,car,2.14,6,611,1296
JP013820,Tokyo-Akihabara,19,Sunday,1,1,cloudy,medium,bicycle,7.21,5,392,3906
JP013821,Nagoya-Sakae,12,Sunday,1,1,rain,low,car,0.73,6,560,892
JP013822,Sapporo-Odori,14,Tuesday,0,0,snow,very_high,scooter,0.73,1,777,1257
JP013823,Osaka-Namba,12,Wednesday,0,1,rain,very_high,scooter,6.01,5,698,3138
JP013824,Tokyo-Akihabara,14,Saturday,1,0,clear,high,car,1.0,6,857,1349
JP013825,Osaka-Umeda,11,Saturday,1,0,clear,very_high,scooter,17.48,2,734,5667
JP013826,Tokyo-Shibuya,18,Thursday,0,1,clear,high,bicycle,6.92,3,469,4325
JP013827,Tokyo-Shibuya,19,Friday,0,1,clear,very_high,car,0.56,2,593,886
JP013828,Tokyo-Shibuya,14,Tuesday,0,0,rain,high,car,14.66,8,695,4231
JP013829,Tokyo-Shinjuku,17,Saturday,1,0,snow,high,car,11.48,4,798,4917
JP013830,Fukuoka-Tenjin,13,Wednesday,0,1,clear,medium,car,16.47,3,848,3762
JP013831,Nagoya-Sakae,12,Wednesday,0,1,cloudy,medium,bicycle,3.04,3,734,2196
JP013832,Kyoto-Gion,15,Saturday,1,0,clear,very_high,car,15.53,3,419,4188
JP013833,Sapporo-Odori,14,Tuesday,0,0,heavy_rain,very_high,scooter,3.74,8,426,2122
JP013834,Nagoya-Sakae,9,Thursday,0,0,heavy_rain,very_high,bicycle,3.63,1,442,3585
JP013835,Kyoto-Gion,9,Saturday,1,0,heavy_rain,medium,scooter,0.5,3,332,560
JP013836,Tokyo-Akihabara,12,Sunday,1,1,cloudy,medium,car,4.21,4,575,1578
JP013837,Sapporo-Odori,10,Monday,0,0,clear,medium,car,1.82,8,733,1319
JP013838,Sapporo-Odori,17,Tuesday,0,0,heavy_rain,very_high,scooter,4.97,1,396,2360
JP013839,Fukuoka-Tenjin,13,Sunday,1,1,heavy_rain,low,scooter,0.83,3,611,1025
JP013840,Osaka-Umeda,21,Sunday,1,0,heavy_rain,low,scooter,1.36,5,327,821
JP013841,Tokyo-Akihabara,13,Tuesday,0,1,cloudy,high,bicycle,0.87,8,611,1508
JP013842,Nagoya-Sakae,17,Wednesday,0,0,heavy_rain,high,bicycle,7.41,7,353,5691
JP013843,Tokyo-Shibuya,15,Friday,0,0,heavy_rain,medium,scooter,1.01,3,688,1160
JP013844,Osaka-Namba,17,Monday,0,0,snow,high,car,3.15,7,642,1882
JP013845,Kyoto-Gion,17,Friday,0,0,cloudy,medium,scooter,4.05,8,684,1746
JP013846,Osaka-Umeda,18,Sunday,1,1,clear,high,car,1.5,1,326,822
JP013847,Osaka-Namba,17,Sunday,1,0,snow,high,bicycle,8.64,3,642,8244
JP013848,Kyoto-Gion,18,Monday,0,1,cloudy,high,scooter,0.71,5,862,1239
JP013849,Nagoya-Sakae,16,Thursday,0,0,cloudy,medium,car,0.99,4,886,1122
JP013850,Tokyo-Shinjuku,10,Wednesday,0,0,heavy_rain,medium,bicycle,3.23,2,558,2496
JP013851,Kyoto-Gion,14,Wednesday,0,0,heavy_rain,low,scooter,0.87,8,599,1142
JP013852,Osaka-Namba,12,Tuesday,0,1,rain,low,bicycle,1.57,5,768,1712
JP013853,Sapporo-Odori,12,Friday,0,1,heavy_rain,high,bicycle,5.57,2,437,4893
JP013854,Tokyo-Shinjuku,20,Wednesday,0,1,clear,high,scooter,4.06,4,751,1958
JP013855,Fukuoka-Tenjin,14,Saturday,1,0,heavy_rain,very_high,bicycle,2.44,4,353,2629
JP013856,Sapporo-Odori,16,Sunday,1,0,rain,low,bicycle,3.35,2,848,2404
JP013857,Fukuoka-Tenjin,13,Tuesday,0,1,clear,high,bicycle,2.76,2,632,2095
JP013858,Tokyo-Shibuya,19,Monday,0,1,rain,medium,scooter,2.6,8,847,1758
